name,category,subtype,listing_capable,address,latitude,longitude,phone,rating,reviews,status,flags
Giặt Sấy Cá Heo Nguyễn Cửu Vân,laundry,,N,17 Nguyễn Cửu Vân,10.7950325,106.7087257,,,,,
Giặt Sấy Cá Heo Thích Quảng Đức,laundry,,N,85 Đ. Thích Quảng Đức,10.8051906,106.6822845,,,,,
Giặt Sấy Cá Heo Vũ Huy Tấn,laundry,,N,44 Vũ Huy Tấn,10.7958536,106.6949535,,,,,
Giặt Sấy Giá Rẻ White Laundry,laundry,,N,97 Xóm Chiếu,10.7584493,106.710963,,,,,
"Giặt Sấy Gần Đây Quận 3- 60/3 Lý Chính Thắng, laundry, dry clean",laundry,,N,60/3 Lý Chính Thắng,10.790494,106.6859987,,,,,
Giặt Sấy Hấp LAUNDRY HP 24/7,laundry,,N,11 đường Nguyễn Tiểu La,10.760208,106.6671769,,,,,
Giặt Sấy Merci | Giặt Sấy Quận 8 | Giặt Sấy Lấy Ngay Quận 8 | Giặt Sấy Nguyễn Văn Cừ | Giặt Sấy Rạch Ông,laundry,,N,30 Duong Ba Trac,10.7498195,106.6879502,,,,,
Giặt Sấy Mr.Trí,laundry,,N,127/19 Đ. Cô Giang,10.797511,106.6842623,,,,,
Giặt Sấy Nhanh | Giặt Ủi Nhanh ( Spa - Nhà Hàng - Khách Sạn - Apartment ) Office Only,laundry,,N,361B Phạm Ngũ Lão,10.767301,106.689571,,,,,
Giặt Sấy Như Anh,laundry,,N,7a/25 Thành Thái,10.7709713,106.662349,,,,,
Giặt Sấy Như Ý - [NY],laundry,,N,36 Huỳnh Văn Bánh,10.795268,106.6814018,,,,,
Giặt Sấy Sao Mai,laundry,,N,"407/42/37 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000",10.7721766,106.6680477,,,,,
Giặt Sấy Thanh Ngân (Thanh Ngan Laundry),laundry,,N,8 Đ. Trần Văn Khê,10.7955734,106.7070596,,,,,
Giặt Sấy Tik Tak 247 - Chi nhánh 6,laundry,,N,119 Đ. Nguyễn Công Hoan,10.7987756,106.6905302,,,,,
Giặt Sấy Trang Thanh Bình,laundry,,N,50 Điện Biên Phủ,10.7939505,106.7000256,,,,,
Giặt Sấy Trường An ( 3C),laundry,,N,31 Phan Huy Thực,10.7473779,106.7090624,,,,,
Giặt Sấy Tuấn Tú,laundry,,N,36/39 Nguyễn Gia Trí,10.8034513,106.716196,,,,,
Giặt Sấy Tân Tân,laundry,,N,35/22A Xô Viết Nghệ Tĩnh,10.7934888,106.7074121,,,,,
Giặt Sấy Xanh - Cửa hàng số 1,laundry,,N,"Mặt sau, 646G Nguyễn Trãi",10.7539201,106.6652083,,,,,
Giặt là Sáng CS3 - Tiệm giặt là người Điếc,laundry,,N,117/109B Nguyễn Hữu Cảnh,10.7943048,106.7162265,,,,,
Giặt sấy 10k (Hồng),laundry,,N,30/49 Nguyễn Cửu Vân,10.7966708,106.7077671,,,,,
Giặt sấy 163 - Express Laundry - 세탁소,laundry,,N,163 Nguyễn Hữu Cảnh,10.7968792,106.7192563,,,,,
Giặt sấy 62 - LAUNDRY SERVICE,laundry,,N,62 Trương Quốc Dung,10.796415,106.6724789,,,,,
Giặt sấy Aloha,laundry,,N,Đường Lê Văn Duyệt,10.7975491,106.6980109,,,,,
Giặt sấy Fast Clean,laundry,,N,100/2A1 Trần Hưng Đạo,10.766217,106.693294,,,,,
Giặt sấy Hưng Thịnh,laundry,,N,308 Đ. Nguyễn Thượng Hiền,10.8060654,106.6851195,,,,,
Giặt sấy Mr .ORGANIC-Laundry Service.,laundry,,N,61 Đ. Nguyễn Đình Chính,10.7964979,106.679508,,,,,
Giặt sấy Ms Wash,laundry,,N,175 Vĩnh Viễn,10.7641425,106.6700662,,,,,
Giặt sấy Plus.,laundry,,N,143 Đ. Đỗ Thị Lời,10.7868698,106.6716912,,,,,
Giặt sấy nhanh MR. CLEAN,laundry,,N,128 Đoàn Văn Bơ,10.7632091,106.7038724,,,,,
Giặt sấy Đăng Khoa,laundry,,N,46 Trần Nhân Tôn,10.7627472,106.674895,,,,,
Giặt Ơi! - 24/7 Laundry Service,laundry,,N,167 Nguyễn Thị Minh Khai,10.7705648,106.6867462,,,,,
"Giặt Ủi 241/9 Phạm Ngũ Lão, Q1",laundry,,N,241/9 Phạm Ngũ Lão,10.768027,106.692531,,,,,
Giặt Ủi Alô,laundry,,N,75 Trần Quang Diệu,10.7853426,106.678518,,,,,
Giặt Ủi Bầu Bí,laundry,,N,441/91a Điện Biên Phủ,10.8043556,106.7133462,,,,,
Giặt Ủi Clean & Clear Saigon Pearl,laundry,,N,"chung cư, Tầng hầm Topaz 1, 92 Nguyễn Hữu Cảnh",10.7905058,106.7202642,,,,,
Giặt Ủi Gin- Giao Nhận Tận Nơi,laundry,,N,199/81 Lê Quang Định,10.8080047,106.6920783,,,,,
Giặt Ủi Khaservices,laundry,,N,"360C, Bến Vân Đồn, Phường 1, Quận 4, TP.Hồ Chí Minh",10.7554589,106.6926543,,,,,
Giặt Ủi Khánh Vy,laundry,,N,Đ. Trần Xuân Soạn,10.7484472,106.6983613,,,,,
Giặt Ủi Kim,laundry,,N,23 Đ. Nguyễn Trường Tộ,10.7656392,106.7048228,,,,,
Giặt Ủi Laundry Service,laundry,,N,26/17 Trương Định,10.7719983,106.6966117,,,,,
Giặt Ủi Lovely House,laundry,,N,101B Phó Đức Chính,10.7985635,106.6974467,,,,,
Giặt Ủi Nam Phương,laundry,,N,441 Đ. Lê Văn Sỹ,10.7894617,106.6747365,,,,,
Giặt Ủi Nhanh Sài Gòn,laundry,,N,"214B/C44, Nguyễn Trãi",10.7637246,106.6855658,,,,,
Giặt Ủi Như Ý Quận 4,laundry,,N,k15 Đ. cư xá Vĩnh Hội,10.7609189,106.6999762,,,,,
Giặt Ủi Sấy Nhanh,laundry,,N,49 Nguyễn Cửu Vân,10.7965794,106.7076,,,,,
Giặt Ủi Thỏ Trắng,laundry,,N,240 Lê Hồng Phong,10.760353,106.6772902,,,,,
Giặt Ủi Tiết Kiệm,laundry,,N,"1B, Trần Văn Đang, Phường 9, Quận 3",10.7819711,106.679291,,,,,
Giặt Ủi Tận Nơi,laundry,,N,47 Số 16,10.756926,106.704181,,,,,
Giặt Ủi Tốc Độ,laundry,,N,,10.7601287,106.7060691,,,,,
Giặt Ủi Xì Trum - 2,laundry,,N,1/10 Điện Biên Phủ,10.79408,106.7003623,,,,,
Giặt ủi - giặt hấp the wash,laundry,,N,284 /37 Đ. Lý Thường Kiệt,10.7683697,106.6599563,,,,,
Giặt ủi 362/8,laundry,,N,362/8 Nguyễn Đình Chiểu,10.7743153,106.6854935,,,,,
Giặt ủi 55,laundry,,N,212b/D4 Nguyễn Trãi,10.7650992,106.685539,,,,,
Giặt ủi Dì Trinh - Nhanh - Sạch - Rẻ,laundry,,N,300/15 Đoàn Văn Bơ,10.7568986,106.7119857,,,,,
Giặt ủi HỒNG HẠNH,laundry,,N,181/34 Đường Vườn Lài,10.7714915,106.6754886,,,,,
Giặt ủi Mây Trắng,laundry,,N,54 Trần Quang Khải,10.792547,106.6943238,,,,,
Giặt ủi Quận 1 - laundry service in district 1,laundry,,N,265/8a Phạm Ngũ Lão,10.767499,106.691821,,,,,
Giặt ủi Vy Vy,laundry,,N,89 Đường Nguyễn Sơn Hà,10.7710154,106.6855366,,,,,
"Giặt ủi, sửa quần áo Quận 1",laundry,,N,59/11B Phạm Viết Chánh,10.76575,106.683226,,,,,
Giặt-Là Phúc,laundry,,N,214/57 Đ. Vạn Kiếp,10.7980729,106.693036,,,,,
"HERAMO (Quận 1) - Giặt Hấp, Vệ Sinh Sửa Chữa Giày, Spa Túi Xách, Giặt Sofa Nệm Rèm Thảm - Premium Dry Cleaner, Shoe & Bag Spa",laundry,,N,13C1 Hồ Hảo Hớn,10.760148,106.69347,,,,,
"HERAMO (Quận 1, Bình Thạnh) - Giặt Hấp, Vệ Sinh Sửa Chữa Giày, Spa Túi Cao Cấp - Premium Shoe Clean & Repair, Dry Cleaner",laundry,,N,18A/71 Nguyễn Thị Minh Khai,10.7866881,106.6997429,,,,,
"HERAMO (Quận 10) - Giặt Hấp, Vệ Sinh Sửa Giày, Spa Túi Xách, Giặt Sofa Nệm Rèm Thảm - Premium Dry Cleaner, Shoe & Bag Spa",laundry,,N,179B 3 Tháng 2,10.7720816,106.6753205,,,,,
"HERAMO (Quận 4) - Giặt Hấp, Vệ Sinh Sửa Chữa Giày, Spa Túi Xách, Giặt Sofa Nệm Rèm Thảm - Premium Dry Cleaner, Shoe & Bag Spa",laundry,,N,398 Hoàng Diệu,10.7595546,106.698229,,,,,
Hệ Thống Giặt Sấy Nhanh Hoàng Long,laundry,,N,242 Bà Hạt,10.7659747,106.6694358,,,,,
Hệ Thống Giặt Sấy Pro 4.0,laundry,,N,153 Điện Biên Phủ,10.7974541,106.702947,,,,,
Hệ thống cửa hàng giặt hấp cao cấp EWASH TRẦN QUANG DIỆU,laundry,,N,26 Trần Quang Diệu,10.785002,106.678385,,,,,
"Latusa Laundry (Bình Thạnh, Quận 1) - Giặt Sấy, Giặt Hấp, Giặt Ủi, Vệ Sinh Giày, Shoesspa",laundry,,N,55 Nguyễn Cửu Vân,10.795363,106.707896,,,,,
"Latusa Laundry (Phú Nhuận, Q1, Quận 3) Giặt Hấp Dry Cleaning, Giặt Ủi, Vệ Sinh Giày, Sửa Chữa Túi Cao Cấp",laundry,,N,320 Đ. Phan Đình Phùng,10.798058,106.680967,,,,,
"Latusa Laundry Vinhome Quận 1 Giặt Hấp Dry Cleaning, Giặt Ủi, Vệ Sinh Giày, Sửa Chữa Túi Cao Cấp",laundry,,N,"Vinhomes Golden River, 2 Tôn Đức Thắng",10.7869242,106.7112726,,,,,
Laundry Funny,laundry,,N,104 104/63 Bùi Viện,10.7673559,106.6927218,,,,,
MR TAN - LAUNDRY AND DRY CLEANING - GIẶT HẤP - GIẶT ỦI - VỆ SINH GIÀY,laundry,,N,6B Đ. Trần Kế Xương,10.802492,106.692938,,,,,
"Mike's Laundry - Cửa hàng giặt sấy quần áo, đồ khách sạn",laundry,,N,F109 Hoàng Diệu,10.761871,106.702904,,,,,
Mây Trắng Laundry,laundry,,N,187 Lý Tự Trọng,10.7729731,106.6961608,,,,,
No.1 Laundry,laundry,,N,A22A Hẻm 191A Cống Quỳnh,10.7666548,106.6854428,,,,,
Pi Laundry - Tiệm Giặt ủi,laundry,,N,670/48 Đoàn Văn Bơ,10.761122,106.7042528,,,,,
SESA Coin Laundry Cửa hàng giặt sấy tự động,laundry,,N,151A Lê Thị Riêng,10.7702077,106.6890743,,,,,
Shoesach Laundry Saigon - Giặt Là Sạch,laundry,,N,70/1A Trần Đình Xu,10.7608848,106.6914208,,,,,
TIỆM GIẶT LAVARO,laundry,,N,37 Hoa Sứ,10.7995265,106.6886675,,,,,
Tiệm Giặt 1988,laundry,,N,"212B/C7 Bis, Nguyễn Trãi",10.764773,106.6852801,,,,,
Tiệm Giặt Cá Voi,laundry,,N,122 Bùi Đình Tuý,10.8080876,106.7051917,,,,,
Tiệm Giặt Hấp cao cấp Nhật Quang,laundry,,N,151 Cao Thắng,10.7732632,106.6782613,,,,,
Tiệm Giặt PaLeo - Giặt Sấy Luxury,laundry,,N,100/1 Trần Hưng Đạo,10.7661664,106.6931782,,,,,
Tiệm Giặt Sấy 247,laundry,,N,"392/20/22, Cao Thắng",10.7757834,106.6734726,,,,,
Tiệm Giặt Sấy CozyWash,laundry,,N,"R8 Cư Xá Vĩnh Hội Đ, Nguyễn Hữu Hào",10.7611471,106.701804,,,,,
Tiệm Giặt Sấy Speed Wash,laundry,,N,42 Huỳnh Mẫn Đạt,10.790949,106.708677,,,,,
Tiệm Giặt Sấy- Photocopy In Màu Nhà Bill,laundry,,N,198/5 Đoàn Văn Bơ,10.7591657,106.7102231,,,,,
Tiệm Giặt sấy White Blue - Luôn Free Ship,laundry,,N,11 Đường 34,10.758193,106.7005813,,,,,
Tiệm Giặt Ủi,laundry,,N,133 Trần Phú,10.7560617,106.673349,,,,,
Tiệm Giặt Ủi,laundry,,N,173 Nguyễn Trọng Tuyển,10.7973667,106.6764847,,,,,
Tiệm Giặt Ủi Như Ý,laundry,,N,103 Đ. Thành Thái,10.7740341,106.6646273,,,,,
Tiệm Giặt Ủi Nơ Tím,laundry,,N,684 Nguyễn Kiệm,10.8067636,106.6785557,,,,,
Tiệm Giặt Ủi Quỳnh Anh,laundry,,N,944 Trường Sa,10.78467,106.6779,,,,,
Tiệm Giặt Ủi Thỏ Trắng,laundry,,N,97 Lê Thị Riêng,10.7710567,106.6905814,,,,,
Tiệm Giặt Ủi Thỏ Trắng Laundry,laundry,,N,264 Nguyễn Duy Dương,10.7635421,106.6705164,,,,,
Tiệm Giặt Ủi Đại Hữu,laundry,,N,24 Cao Thắng,10.7691039,106.6834698,,,,,
Tiệm Tự Giặt Sấy Đô Thị - Huỳnh Văn Bánh | Đô Thị Self-Service Laundry,laundry,,N,306 Huỳnh Văn Bánh,10.7919558,106.6732742,,,,,
Tiệm Tự Giặt Sấy Đô Thị - Phan Văn Trị | Đô Thị Self-Service Laundry,laundry,,N,130 Đ. Phan Văn Trị,10.8097374,106.6963667,,,,,
Tiệm Tự Giặt Sấy Đô Thị - Thành Thái | Đô Thị Self-Service Laundry,laundry,,N,Hẻm số 7A Thành Thái,10.7705254,106.6628014,,,,,
Tiệm Tự Giặt Sấy Đô Thị - Vĩnh Hội | Đô Thị Self-service Laundry Vĩnh Hội,laundry,,N,72-74 Đ. Vĩnh Hội,10.7559122,106.7037737,,,,,
Tiệm giặt là Nguyễn Dung,laundry,,N,425 Nguyễn Kiệm,10.8008279,106.6794686,,,,,
"Tiệm giặt sấy 14G , Laundry Service 14G",laundry,,N,14g1 Tôn Thất Đạm,10.7695775,106.7041181,,,,,
Tiệm giặt sấy Lê Ngọc,laundry,,N,851 Hoàng Sa,10.7843369,106.6774585,,,,,
Tiệm giặt xanh,laundry,,N,101 Ngô Tất Tố,10.7925,106.7131,,,,,
Tiệm giặt ủi BONG BÓNG,laundry,,N,133 Số 17,10.7448424,106.7121051,,,,,
Tiệm giặt ủi Cali,laundry,,N,18B Nguyễn Thị Minh Khai,10.7853553,106.7003247,,,,,
Tiệm giặt ủi Cô Thơm (Laundry service),laundry,,N,150/45 Bến Vân Đồn,10.7627463,106.6993124,,,,,
Tiệm tự giặt VY - VY Laundry,laundry,,N,"Hẻm sát khách sạn Ramana, 331/2 Đ. Lê Văn Sỹ",10.7878881,106.6774964,,,,,
Trạm Giặt BiO,laundry,,N,222/8 Lý Thái Tổ,10.7671662,106.6773479,,,,,
Wash&Fold,laundry,,N,18 bis/ 47 Nguyễn Thị Minh Khai,10.7860787,106.6990363,,,,,
"Áo Mây Nguyễn Gia Trí - Giặt Sấy, Giặt Hấp, Vệ Sinh Giày",laundry,,N,69/1/11 Nguyễn Gia Trí,10.802979,106.7150722,,,,,
BÃI GIỮ XE 24h HƯNG PHÁT HIMLAM,parking,,N,502/15 Đ. D4,10.7453296,106.6971302,,,,,
BÃI GIỮ XE 25 KỲ ĐỒNG,parking,,N,25 Đ. Kỳ Đồng,10.7811477,106.6814855,,,,,
BÃI GIỮ XE HƯNG PHÁT HIMLAM 24h/7,parking,,N,502 Đ. D4,10.7453052,106.6971164,,,,,
BÃI XE 24h ( An Bảo Minh),parking,,N,3 Công trường Mê Linh,10.7759241,106.7061077,,,,,
BÃI XE HỒNG HẢI QUẬN 7,parking,,N,"cách, 68B Nguyễn Hữu Thọ, 300m Cầu Kênh Tẻ",10.7471396,106.7023472,,,,,
BÃI XE PARKING PRO,parking,,N,2B Phạm Ngũ Lão,10.7690767,106.6941737,,,,,
Bãi Giữ Xe,parking,,N,"QPF2+4H4, Pasteur",10.7727619,106.701466,,,,,체인
Bãi Giữ Xe - Cà Phê Võng,parking,,N,136/17 Trần Văn Kỷ,10.804641,106.6953907,,,,,
Bãi Giữ Xe 29 Nam Kì,parking,,N,29 Nam Kỳ Khởi Nghĩa,10.76939,106.7017186,,,,,
Bãi Giữ Xe Hungvuong,parking,,N,18 Nguyễn Kim,10.7563599,106.6632741,,,,,
Bãi Giữ Xe Máy,parking,,N,78 Hồ Tùng Mậu,10.7730649,106.7032595,,,,,체인
Bãi Giữ Xe P,parking,,N,282/1 Hai Bà Trưng,10.789042,106.690759,,,,,
Bãi Giữ xe 32 Lê Anh Xuân,parking,,N,40 Lê Anh Xuân,10.7722949,106.6950416,,,,,
Bãi Giữ xe 87,parking,,N,87 Trần Quốc Thảo,10.7823074,106.6868864,,,,,
Bãi Giữ xe máy,parking,,N,2 Đ. Dương Quang Trung,10.7735478,106.6659285,,,,,체인
"Bãi Giữ, Gửi Xe Ô to - Xe Máy 164 Nguyễn Đình Chính, Phú Nhuận",parking,,N,164 Nguyễn Đình Chính,10.7952539,106.6747795,,,,,
Bãi Gửi Xe 24/24,parking,,N,36A Đinh Bộ Lĩnh,10.8059245,106.7096834,,,,,
Bãi Gửi Xe Bình Minh,parking,,N,27 Tân Hưng,10.7551994,106.6591657,,,,,
Bãi Gửi Xe Phố Đi Bộ,parking,,N,8(Hoc vien Ngan hang Viet Nam) Đ. Tôn Thất Thiệp,10.77389,106.702881,,,,,
Bãi Xe,parking,,N,111 Đ. Nguyễn Phi Khanh,10.7916427,106.6924902,,,,,
Bãi Xe 220 Pasteur,parking,,N,220 Pasteur,10.784145,106.6925293,,,,,
Bãi Xe 62A,parking,,N,62A Ngô Đức Kế,10.8086331,106.7014209,,,,,
Bãi Xe Tân Cảng Logitem,parking,,N,722A Nguyễn Hữu Cảnh,10.7970033,106.7231985,,,,,
Bãi giử xe,parking,,N,212 Lý Chính Thắng,10.7805315,106.682588,,,,,
Bãi giữ xe,parking,,N,203 Nguyễn Trãi,10.7648336,106.6854205,,,,,체인
Bãi giữ xe,parking,,N,Hẻm 232bis Võ Thị Sáu,10.786724,106.686107,,,,,체인
Bãi giữ xe,parking,,N,35 Nguyễn Huy Lượng,10.805512,106.6959568,,,,,체인
Bãi giữ xe 03 Công trường Quốc tế,parking,,N,3 Công trường Quốc Tế,10.7825763,106.6951319,,,,,
Bãi giữ xe 1 Bến Vân Đồn,parking,,N,1 Bến Vân Đồn,10.7680451,106.705344,,,,,
Bãi giữ xe 500/4,parking,,N,500/4 Nguyễn Chí Thanh,10.7589807,106.6621862,,,,,
Bãi giữ xe An Đông,parking,,N,100 Hùng Vương,10.7585529,106.6706314,,,,,
Bãi giữ xe Công viên Bến Nhà Rồng,parking,,N,1 Cầu Khánh Hội,10.76861,106.705905,,,,,
Bãi giữ xe Hồng Bàng,parking,,N,"GF, 195/10E Điện Biên Phủ",10.8006928,106.7066601,,,,,
Bãi giữ xe Kỳ Hoà,parking,,N,QMFF+V9P,10.7747099,106.6734376,,,,,
Bãi giữ xe Minh Hân,parking,,N,78 Tôn Thất Thuyết,10.7533705,106.712448,,,,,
Bãi giữ xe Minh Quý,parking,,N,550 Cách Mạng Tháng Tám,10.7859652,106.6666142,,,,,
Bãi giữ xe Nguyễn Cửu Vân,parking,,N,6 Nguyễn Cửu Vân,10.7953568,106.7085496,,,,,
Bãi giữ xe Nétgen Hub,parking,,N,223 Đ. Huỳnh Mẫn Đạt,10.7565704,106.6760803,,,,,
Bãi giữ xe Parking 24/24 xe máy Hai Bà Trưng,parking,,N,"338 Hai Bà Trưng, P.Tân Định, 235-237 Trần Hưng Đạo",10.7901027,106.6893982,,,,,
Bãi giữ xe TNXP,parking,,N,161 Lê Lai,10.771807,106.699084,,,,,체인
Bãi giữ xe TNXP,parking,,N,104 Hẻm 598 Điện Biên Phủ,10.7963002,106.7158578,,,,,체인
Bãi giữ xe TNXP,parking,,N,"QPXF+F84, Võ Nguyên Giáp",10.7986207,106.723654,,,,,체인
Bãi giữ xe Tháng,parking,,N,168 Đ. Thích Quảng Đức,10.8080254,106.6791934,,,,,
Bãi giữ xe Thương xá Tax,parking,,N,61 Lê Lợi,10.7741498,106.7011815,,,,,
Bãi giữ xe gần BV Chợ Rẫy,parking,,N,229 Đ. Đào Duy Từ,10.7596297,106.6620698,,,,,
Bãi giữ xe linh,parking,,N,441/45 Đường Nguyễn Đình Chiểu,10.7704487,106.683131,,,,,
Bãi giữ xe máy,parking,,N,QMCW+9F9 Khách sạn New world,10.770913,106.696236,,,,,체인
Bãi giữ xe máy trong nhà ngày & đêm,parking,,N,175/16 Đ. Nguyễn Thiện Thuật,10.7682163,106.6790098,,,,,
Bãi giữ xe sinh viên Hutech,parking,,N,53 Đ. Ung Văn Khiêm,10.8099718,106.7149905,,,,,
"Bãi giữ xe số 3, cafe Miền đồng thảo",parking,,N,174 Nguyễn Trọng Tuyển,10.7979795,106.6756357,,,,,
Bãi giữ xe Đường Sách Highlands,parking,,N,"QMJX+2J3, 05 Công trường Công xã Paris",10.7799472,106.699438,,,,,
Bãi gửi xe công viên Tao Đàn,parking,,N,"QMGR+7V8, Trương Định",10.7756656,106.6922168,,,,,
Bãi gửi xe máy Song Lâm,parking,,N,25 Huỳnh Thúc Kháng,10.7731515,106.7030374,,,,,
Bãi xe 24/24 606 Trần Hưng Đạo,parking,,N,606 Trần Hưng Đạo,10.7551774,106.6799095,,,,,
Bãi xe 24h,parking,,N,183 Cao Thắng,10.7748293,106.6746089,,,,,
Bãi xe Lô A,parking,,N,216 Hoà Hảo,10.762769,106.6720258,,,,,
Bãi xe bến súc,parking,,N,39455 Hoàng Diệu,10.7641646,106.7095768,,,,,
Bãi xe máy Cung Văn hóa Lao động TP. Hồ Chí Minh,parking,,N,6 Huyền Trân Công Chúa,10.776383,106.693551,,,,,
Bãi xe sân bóng Kỳ Hoà,parking,,N,"QMG9+9F4, Sư Vạn Hạnh Hẻm 824 Sư Vạn Hạnh",10.7758961,106.6687096,,,,,
Bãi Đậu Xe 104 Yersin 24/24,parking,,N,104 Yersin,10.7669625,106.6976759,,,,,
Bãi đậu xe Thống Nhất,parking,,N,QM66+8R8,10.7607901,106.6620641,,,,,
Bãi đỗ xe ParkTech,parking,,N,04 Phạm Ngũ Lão,10.7685424,106.6934516,,,,,
Cổng bãi gửi xe,parking,,N,1 Đ. Vũ Tùng,10.8008727,106.6967558,,,,,
Cứu hộ accquy,parking,,N,8B Nguyễn Trung Trực,10.7744357,106.6988466,,,,,
Dịch vụ giữ xe Thành Đạt,parking,,N,2/46 Cao Thắng,10.7709828,106.6857112,,,,,
Giữ Xe Phương,parking,,N,,10.7612144,106.7016682,,,,,
Giữ Xe Trong Nhà,parking,,N,,10.7940971,106.7042987,,,,,
Giữ Xe Ô-Tô,parking,,N,17 Lê Quý Đôn,10.7805873,106.6914642,,,,,
Giữ xe 24/7 - The Waterfront Saigon,parking,,N,1A Tôn Đức Thắng,10.7808075,106.707491,,,,,
Giữ xe Metro Bến Thành,parking,,N,52 Lê Lai,10.7710475,106.6968809,,,,,
Giữ xe công viên Số 1 Lý Thái Tổ,parking,,N,chung cư Nguyễn Thiện Thuật,10.7674139,106.6785741,,,,,
Hầm xe Kumho,parking,,N,39 Lê Duẩn,10.7816039,106.7005008,,,,,
IFC ONE,parking,,N,1 Hàm Nghi,10.7697261,106.7055565,,,,,
Nhà giữ xe 24/7,parking,,N,376 Điện Biên Phủ,10.77419,106.6803072,,,,,
PARKING Bãi xe máy tại Parkson 24/24,parking,,N,45 Lê Thánh Tôn,10.777451,106.7021209,,,,,
bãi giữ xe vincom đồng khởi,parking,,N,26 Lý Tự Trọng,10.7784767,106.7016069,,,,,
bãi gửi xe tại bến tàu water bus Bạch Đằng,parking,,N,QPG4+8Q8,10.7759312,106.7069201,,,,,
24hStore - Hệ thống ủy quyền Apple và Samsung Việt Nam,phone_repair,,N,249 Trần Quang Khải,10.7912473,106.6885332,,,,,
5Scare - Sửa chữa Laptop - Điện thoại & Thiết bị công nghệ,phone_repair,,N,798 Cách Mạng Tháng Tám,10.7885903,106.6617173,,,,,
"AMI CARE - Sư Vạn Hạnh, Q.10",phone_repair,,N,814/20c Sư Vạn Hạnh,10.7743685,106.6690909,,,,,
"AcareTek Nguyễn Thị Minh Khai - Sửa chữa điện thoại, laptop",phone_repair,,N,262B Nguyễn Thị Minh Khai,10.7740598,106.6895693,,,,,
"Bảo Hành One 3 Tháng 2 - Sửa chữa Laptop, Điện thoại Quận 10",phone_repair,,N,1E 3 Tháng 2,10.7774376,106.6813763,,,,,
"Bảo Hành One Nguyễn Thái Học - Sửa chữa Laptop, Điện thoại Quận 1",phone_repair,,N,195 Nguyễn Thái Học,10.7686559,106.6947289,,,,,
Bệnh Viện Điện Thoại & Ipad & laptop Khải Phát GSM,phone_repair,,N,5 3 Tháng 2,10.7754604,106.68015,,,,,
"Bệnh Viện Điện Thoại, Laptop 24h",phone_repair,,N,260 3 Tháng 2,10.770801,106.6725204,,,,,
CareS Ba Tháng Hai - Trung tâm Bảo hành Apple (AASP),phone_repair,,N,296 3 Tháng 2,10.7703558,106.6716444,,,,,
Chuyên Mua Bán và Thay Thế linh kiện điện thoại,phone_repair,,N,32 Đ. Nguyễn Đình Chiểu,10.8033964,106.679813,,,,,
"Chuyên Sửa Face ID , Sửa Nguồn , Thay Pin Iphone Ipad",phone_repair,,N,2 Đ. Vũ Tùng,10.8010492,106.6995023,,,,,
Chuyên Sửa Iphone Uy Tín Bình Thạnh,phone_repair,,N,Xô Viết Nghệ Tĩnh,10.7929336,106.7066382,,,,,
Chuyên Thay Màn Hình Surface Uy Tín,phone_repair,,N,50 Cù Lao,10.7963899,106.6888273,,,,,
Cấp Cứu Laptop - Cấp Cứu Di Động - Phụ Kiện Điện Thoại - Quận Bình Thạnh,phone_repair,,N,367 Điện Biên Phủ,10.8017234,106.7107204,,,,,
Cửa Hàng Linh Kiện Điện Thoại Di Động Tín Thành,phone_repair,,N,749 Lê Hồng Phong,10.7718184,106.6723422,,,,,
Cửa Hàng Sửa Chữa & Phụ kiện điện thoại,phone_repair,,N,125 Trần Quang Khải,10.7918955,106.6920997,,,,,
Cửa Hàng Sửa Chữa Điện Thoại Thế Dinh,phone_repair,,N,596 Điện Biên Phủ,10.7710895,106.6770226,,,,,
Cửa Hàng Điện Thoại - Đức Thịnh Mobile,phone_repair,,N,77 Hùng Vương,10.7623863,106.6770059,,,,,
Cửa Hàng Điện Thoại Thịnh Phát 365 Mobile,phone_repair,,N,242-244 Cách Mạng Tháng Tám,10.7801344,106.677576,,,,,
Cửa hàng sửa chữa Điện thoại NHẬT HUYNH APPLE,phone_repair,,N,94 Tôn Thất Thuyết,10.7528726,106.6940148,,,,,
Cửa hàng sửa chữa Điện tử Nam,phone_repair,,N,"QMVW+J8W, 7 Lê Văn Duyệt",10.7941138,106.6958403,,,,,
Cửa hàng ĐTDĐ PHÁT TRẦN SMARTPHONE (NÉT ĐẸP MOBILE),phone_repair,,N,206 Bùi Đình Tuý,10.8077823,106.7026753,,,,,
Cửa hàng điện thoại,phone_repair,,N,181 3 Tháng 2,10.7720467,106.6751003,,,,,
Cửa hàng điện thoại di động Thanh Dũng,phone_repair,,N,"QPW2+MGP, Biên Phủ",10.7967116,106.7013163,,,,,
"DELTAMOBI (SỬA LOA,MÁY TÍNH, ĐIỆN THOẠI,..)",phone_repair,,N,202 Nguyễn Phúc Nguyên,10.7809256,106.6787419,,,,,
Easyfix - Sửa Chữa Điện Thoại Tận Nơi,phone_repair,,N,921-923 Hoàng Sa,10.7855914,106.6753179,,,,,
"FASTCARE Khánh Hội - Sửa điện thoại, Laptop Quận 4",phone_repair,,N,182 Khánh Hội,10.758404,106.6996752,,,,,
"FASTCARE Lê Hồng Phong - Sửa điện thoại, laptop Quận 10",phone_repair,,N,593 Lê Hồng Phong,10.7691339,106.6737016,,,,,
